id,title,author,genre,year,rating,pages,description,language,purpose,length,moods,image_url
143,Brief Data,Maria Rodriguez,Science,1976,4.0,427,A fascinating Hindi science book that explores the code.,Hindi,Career growth,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/8501218-L.jpg
144,Hidden Mind,Ada Lovelace,Fiction,1965,3.7,624,A fascinating French fiction book that explores the universe.,French,Motivation,Long,Emotional,https://covers.openlibrary.org/b/id/7587492-L.jpg
145,Brief Forest,Elena Lovelace,Self-Help,1999,4.7,654,A fascinating English self-help book that explores the algorithm.,English,Career growth,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/7068048-L.jpg
146,Cosmic Journey,James Smith,Mystery,1993,3.7,310,A fascinating French mystery book that explores the data.,French,Motivation,Medium,Inspired,https://covers.openlibrary.org/b/id/8955340-L.jpg
147,Hidden Algorithm,Sophie Kim,Self-Help,1959,4.3,690,A fascinating English self-help book that explores the algorithm.,English,Entertainment,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6265716-L.jpg
148,Infinite Habit,Isabella Rodriguez,Programming,1969,4.9,90,A fascinating Hindi programming book that explores the habit.,Hindi,Learning,Short,Inspired,https://covers.openlibrary.org/b/id/5910213-L.jpg
149,Lost Forest,Robert Lovelace,Fantasy,1982,4.2,900,A fascinating English fantasy book that explores the heart.,English,Motivation,Long,Curious,https://covers.openlibrary.org/b/id/5220655-L.jpg
150,Cosmic Universe,Ada Dubois,Fiction,1978,4.0,268,A fascinating Hindi fiction book that explores the forest.,Hindi,Motivation,Medium,Inspired,https://covers.openlibrary.org/b/id/7569498-L.jpg
151,Infinite Universe,Jean Martin,Science,1997,4.7,73,A fascinating English science book that explores the journey.,English,Career growth,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/8676184-L.jpg
152,Pragmatic Algorithm,James Dubois,Self-Help,1955,4.0,155,A fascinating Spanish self-help book that explores the habit.,Spanish,Career growth,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/7489684-L.jpg
153,Pragmatic Habit,Elena Dubois,Fiction,2011,4.4,58,A fascinating Spanish fiction book that explores the journey.,Spanish,Career growth,Short,Inspired,https://covers.openlibrary.org/b/id/8669506-L.jpg
154,The Great Journey,Jean Turing,Science,2003,3.7,249,A fascinating English science book that explores the code.,English,Motivation,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6417021-L.jpg
155,Final Universe,Robert Garcia,Self-Help,1990,4.7,796,A fascinating Hindi self-help book that explores the mystery.,Hindi,Learning,Long,Curious,https://covers.openlibrary.org/b/id/5796723-L.jpg
156,Pragmatic Habit,Maria Garcia,Programming,1968,4.5,64,A fascinating Hindi programming book that explores the algorithm.,Hindi,Motivation,Short,Curious,https://covers.openlibrary.org/b/id/8999926-L.jpg
157,Silent Data,Alan Turing,Fantasy,1976,3.9,713,A fascinating English fantasy book that explores the mystery.,English,Motivation,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5962148-L.jpg
158,Pragmatic Mind,Ada Turing,Fantasy,2015,4.3,147,A fascinating English fantasy book that explores the data.,English,Entertainment,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/7432879-L.jpg
159,Dark Universe,James Smith,Self-Help,1999,4.2,360,A fascinating English self-help book that explores the journey.,English,Learning,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/7202111-L.jpg
160,Cosmic Heart,Amit Chen,Fantasy,2017,4.8,104,A fascinating English fantasy book that explores the forest.,English,Career growth,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/7679367-L.jpg
161,Digital Journey,Priya Chen,Programming,1969,3.7,52,A fascinating Spanish programming book that explores the heart.,Spanish,Career growth,Short,Relaxed,https://covers.openlibrary.org/b/id/7640611-L.jpg
162,Infinite Light,Sophie Kumar,Mystery,1994,3.8,744,A fascinating Spanish mystery book that explores the mind.,Spanish,Learning,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6620646-L.jpg
163,Final Universe,Jean Smith,Fiction,1996,4.1,447,A fascinating Hindi fiction book that explores the shadow.,Hindi,Entertainment,Long,Inspired,https://covers.openlibrary.org/b/id/6405900-L.jpg
164,Dark Heart,Jean Lovelace,Science,1950,4.4,133,A fascinating English science book that explores the mind.,English,Motivation,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5656941-L.jpg
165,Hidden Habit,Sophie Chen,Mystery,1973,4.8,107,A fascinating English mystery book that explores the heart.,English,Career growth,Short,Relaxed,https://covers.openlibrary.org/b/id/5141972-L.jpg
166,Final Dream,Maria Rodriguez,Programming,1983,4.3,697,A fascinating French programming book that explores the forest.,French,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/8394262-L.jpg
167,Final Light,Maria Martin,Fantasy,2019,4.8,304,A fascinating English fantasy book that explores the heart.,English,Learning,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7464881-L.jpg
168,Golden Heart,Sophie Smith,Programming,1971,4.2,183,A fascinating Spanish programming book that explores the journey.,Spanish,Motivation,Short,Curious,https://covers.openlibrary.org/b/id/5683937-L.jpg
169,Silent Mystery,James Sharma,Fantasy,2022,4.7,262,A fascinating English fantasy book that explores the algorithm.,English,Motivation,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8274511-L.jpg
170,Lost Habit,Amit Rodriguez,Self-Help,1970,3.5,240,A fascinating French self-help book that explores the history.,French,Entertainment,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7207588-L.jpg
171,Hidden Dream,James Martin,Fiction,1950,3.9,89,A fascinating French fiction book that explores the dream.,French,Entertainment,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/5638719-L.jpg
172,Secret Data,Amit Rodriguez,Mystery,1979,4.8,749,A fascinating Hindi mystery book that explores the mystery.,Hindi,Career growth,Long,Curious,https://covers.openlibrary.org/b/id/5997352-L.jpg
173,Dark Shadow,Ada Turing,Fiction,1992,4.0,231,A fascinating Spanish fiction book that explores the history.,Spanish,Learning,Medium,Curious,https://covers.openlibrary.org/b/id/7167496-L.jpg
174,Infinite Dream,Robert Kim,Fiction,1963,4.3,101,A fascinating French fiction book that explores the light.,French,Learning,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7236267-L.jpg
175,Magic Shadow,Alan Patel,Mystery,2021,3.9,227,A fascinating Spanish mystery book that explores the shadow.,Spanish,Entertainment,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7371148-L.jpg
176,Infinite Mystery,James Martin,Fiction,1952,4.3,211,A fascinating Spanish fiction book that explores the universe.,Spanish,Entertainment,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/8191629-L.jpg
177,Brief Light,Sophie Garcia,Fiction,1971,4.7,94,A fascinating Hindi fiction book that explores the universe.,Hindi,Career growth,Short,Inspired,https://covers.openlibrary.org/b/id/8663425-L.jpg
178,The Great Dream,Robert Kim,Programming,1990,4.6,376,A fascinating French programming book that explores the heart.,French,Entertainment,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/5575729-L.jpg
179,Secret Mystery,Sophie Martin,Fiction,2003,4.1,189,A fascinating English fiction book that explores the light.,English,Career growth,Short,Relaxed,https://covers.openlibrary.org/b/id/8849124-L.jpg
180,Infinite Light,Carlos Dubois,Self-Help,1992,5.0,955,A fascinating French self-help book that explores the history.,French,Career growth,Long,Inspired,https://covers.openlibrary.org/b/id/6413647-L.jpg
181,Lost Dream,Elena Garcia,Fantasy,1986,4.5,269,A fascinating Spanish fantasy book that explores the dream.,Spanish,Career growth,Medium,Relaxed,https://covers.openlibrary.org/b/id/6236157-L.jpg
182,Hidden Forest,Elena Patel,Fiction,1968,4.0,367,A fascinating Hindi fiction book that explores the algorithm.,Hindi,Learning,Medium,Emotional,https://covers.openlibrary.org/b/id/8670167-L.jpg
183,Lost Data,Jean Martin,Science,1968,4.6,334,A fascinating English science book that explores the history.,English,Motivation,Medium,Inspired,https://covers.openlibrary.org/b/id/7086780-L.jpg
184,Lost Journey,Jean Patel,Fantasy,2009,4.0,283,A fascinating English fantasy book that explores the history.,English,Career growth,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6655312-L.jpg
185,Secret Code,James Kim,Mystery,2009,4.3,220,A fascinating English mystery book that explores the data.,English,Learning,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/5432055-L.jpg
186,Hidden Shadow,James Sharma,Science,1959,3.6,868,A fascinating Spanish science book that explores the code.,Spanish,Motivation,Long,Curious,https://covers.openlibrary.org/b/id/6622049-L.jpg
187,Digital Data,Maria Sharma,Science,2001,3.7,996,A fascinating Spanish science book that explores the mystery.,Spanish,Career growth,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/8241473-L.jpg
188,Final Mind,Ada Sharma,Fantasy,1951,4.3,58,A fascinating Hindi fantasy book that explores the journey.,Hindi,Learning,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5392508-L.jpg
189,Golden Heart,Sophie Martin,Self-Help,1963,3.6,119,A fascinating Hindi self-help book that explores the journey.,Hindi,Motivation,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/6016650-L.jpg
190,Brief Habit,Amit Kumar,Fiction,1969,4.2,71,A fascinating English fiction book that explores the history.,English,Learning,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8956042-L.jpg
191,Dark Data,Alan Kumar,Fiction,2010,4.3,339,A fascinating Hindi fiction book that explores the habit.,Hindi,Career growth,Medium,Emotional,https://covers.openlibrary.org/b/id/5638464-L.jpg
192,Golden Universe,Sophie Martin,Science,1983,3.7,482,A fascinating Hindi science book that explores the mind.,Hindi,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/7993236-L.jpg
193,Hidden Data,Isabella Sharma,Programming,1961,3.7,292,A fascinating Spanish programming book that explores the universe.,Spanish,Learning,Medium,Inspired,https://covers.openlibrary.org/b/id/7657004-L.jpg
194,Golden Code,Priya Kumar,Programming,1977,4.3,401,A fascinating English programming book that explores the data.,English,Entertainment,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7482220-L.jpg
195,Cosmic History,Ada Kim,Science,2002,4.4,89,A fascinating French science book that explores the algorithm.,French,Motivation,Short,Emotional,https://covers.openlibrary.org/b/id/8246782-L.jpg
196,Brief Forest,Isabella Patel,Programming,1975,3.6,239,A fascinating Hindi programming book that explores the mystery.,Hindi,Learning,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8606516-L.jpg
197,Silent History,James Kumar,Mystery,1992,5.0,187,A fascinating French mystery book that explores the mystery.,French,Learning,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8979478-L.jpg
198,Cosmic Habit,Amit Dubois,Fantasy,1954,4.9,245,A fascinating Spanish fantasy book that explores the data.,Spanish,Entertainment,Medium,Relaxed,https://covers.openlibrary.org/b/id/8614696-L.jpg
199,Lost Dream,Priya Martin,Programming,2002,4.0,132,A fascinating Spanish programming book that explores the mind.,Spanish,Career growth,Short,Curious,https://covers.openlibrary.org/b/id/7204139-L.jpg
200,Brief Dream,Ada Smith,Fiction,1966,3.6,121,A fascinating Hindi fiction book that explores the shadow.,Hindi,Career growth,Short,Emotional,https://covers.openlibrary.org/b/id/5846376-L.jpg
201,Magic Habit,Priya Turing,Fiction,1983,4.5,581,A fascinating Hindi fiction book that explores the universe.,Hindi,Career growth,Long,Emotional,https://covers.openlibrary.org/b/id/6779584-L.jpg
202,Silent Heart,James Martin,Science,2008,3.7,770,A fascinating English science book that explores the journey.,English,Career growth,Long,Emotional,https://covers.openlibrary.org/b/id/8777087-L.jpg
203,Digital Dream,James Kim,Fantasy,1966,4.0,930,A fascinating Spanish fantasy book that explores the universe.,Spanish,Career growth,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5416263-L.jpg
204,Pragmatic Heart,Alan Lovelace,Programming,1963,4.3,433,A fascinating Spanish programming book that explores the dream.,Spanish,Motivation,Long,Emotional,https://covers.openlibrary.org/b/id/6419318-L.jpg
205,Golden History,Isabella Rodriguez,Self-Help,2019,3.8,158,A fascinating English self-help book that explores the history.,English,Learning,Short,Emotional,https://covers.openlibrary.org/b/id/7460629-L.jpg
206,Secret Algorithm,Elena Dubois,Fantasy,2013,4.5,388,A fascinating Spanish fantasy book that explores the history.,Spanish,Entertainment,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8954493-L.jpg
207,Hidden Algorithm,Carlos Patel,Science,1963,4.1,805,A fascinating English science book that explores the history.,English,Career growth,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/5477632-L.jpg
208,Golden History,Elena Sharma,Self-Help,1984,4.4,758,A fascinating Hindi self-help book that explores the shadow.,Hindi,Career growth,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7551397-L.jpg
209,The Great Data,Isabella Smith,Self-Help,1956,4.2,196,A fascinating English self-help book that explores the mystery.,English,Learning,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5114893-L.jpg
210,Final Journey,Maria Rodriguez,Self-Help,2022,4.3,318,A fascinating French self-help book that explores the dream.,French,Entertainment,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8867768-L.jpg
211,Silent Algorithm,Elena Turing,Fiction,2002,3.9,147,A fascinating Spanish fiction book that explores the data.,Spanish,Learning,Short,Curious,https://covers.openlibrary.org/b/id/6800575-L.jpg
212,Infinite Shadow,Elena Patel,Mystery,2014,3.5,133,A fascinating English mystery book that explores the algorithm.,English,Entertainment,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5614892-L.jpg
213,Digital Code,Alan Chen,Self-Help,1990,3.7,215,A fascinating Spanish self-help book that explores the mystery.,Spanish,Learning,Medium,Inspired,https://covers.openlibrary.org/b/id/5059329-L.jpg
214,The Great Heart,Amit Kumar,Mystery,2010,3.8,314,A fascinating French mystery book that explores the code.,French,Learning,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/8495161-L.jpg
215,Digital History,James Patel,Self-Help,2015,4.6,376,A fascinating Spanish self-help book that explores the heart.,Spanish,Motivation,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/7995028-L.jpg
216,Final Universe,Amit Chen,Fiction,2012,3.8,346,A fascinating Spanish fiction book that explores the mind.,Spanish,Entertainment,Medium,Curious,https://covers.openlibrary.org/b/id/8558953-L.jpg
217,Pragmatic Mind,Sophie Smith,Fantasy,2020,4.0,304,A fascinating French fantasy book that explores the shadow.,French,Motivation,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7673817-L.jpg
218,Final Mind,Robert Dubois,Self-Help,1970,4.7,556,A fascinating English self-help book that explores the heart.,English,Motivation,Long,Relaxed,https://covers.openlibrary.org/b/id/8743432-L.jpg
219,Dark Shadow,Carlos Garcia,Fantasy,1957,4.9,742,A fascinating English fantasy book that explores the universe.,English,Career growth,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/8716866-L.jpg
